"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SL.EMP.VULN.ZS","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Vulnerable employment is contributing family workers and own-account workers as a percentage of total employment.","Derived using data from International Labour Organization, ILOSTAT database.",
